TampaElectric,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
TampaElectric,2017-09-14 15:07,0,0,Any reason why the percentage has only been going down all day? Are you having to take things offline to fix them? I'll finally be in the 1%,,,,9.08406937548673E+017,https://twitter.com/yellowdogparty/status/908406937548673025
TampaElectric,2017-09-14 15:06,0,0,So they should work 24hr days instead of 16 ?,,,,9.08406595935244E+017,https://twitter.com/nullcan2908/status/908406595935244289
TampaElectric,2017-09-14 15:04,0,0,Alight @MantonRx now I'm ready to go home,,@MantonRx,,9.08406137342525E+017,https://twitter.com/mariemanton/status/908406137342525440
TampaElectric,2017-09-14 15:04,0,1,More of the unsung heroes. Great job guys and girls,,,,9.084061047738E+017,https://twitter.com/nullcan2908/status/908406104773799937
TampaElectric,2017-09-14 15:04,0,0,And @TampaElectric said let there be light (and AC),,@TampaElectric,,9.08406039099396E+017,https://twitter.com/mariemanton/status/908406039099396096
TampaElectric,2017-09-14 15:00,1,0,@TampaElectric When are you coming to Mulberry? Power back on surrounding us but no power in my neighborhood. I live on Stoney River Dr.,,@TampaElectric,,9.08405121461162E+017,https://twitter.com/tripod287/status/908405121461161984
TampaElectric,2017-09-14 14:57,0,1,"Hey, as long as you get power. As much bitching I've been directing @TECOEnergy I'm sure they put me last on their list.",,@TECOEnergy,,9.08404358584431E+017,https://twitter.com/ScottGrovesCO/status/908404358584430592
TampaElectric,2017-09-14 14:54,0,0,RT @GulfPower : lineworkers replace a damaged pole in Dade City @TampaElectric pic.twitter.com/qA80HXXnyd maybe one day grid can be underground.,,@GulfPower @TampaElectric,,9.08403552946663E+017,https://twitter.com/lbfjrmd/status/908403552946663424
TampaElectric,2017-09-14 14:51,1,0,"Jefferson Westshore apt. 6608 S Westshore blvd. Building 1-2 got the power but the rest buildings still waiting the power, we are melting",,,,9.08402765101138E+017,https://twitter.com/aliug/status/908402765101137922
TampaElectric,2017-09-14 14:50,0,2,Absolutely! Thanks for you Sheriff @ChadChronister and your department.,,@ChadChronister,,9.08402602945237E+017,https://twitter.com/FLforklift/status/908402602945236992
TampaElectric,2017-09-14 14:47,0,1,Quit with the PR and restore our power.,,,,9.08401764604539E+017,https://twitter.com/ScottGrovesCO/status/908401764604538883
TampaElectric,2017-09-14 14:44,4,10,"Gulf Power lineworkers replace a damaged pole in Dade City, assisting Tampa Electric. #irmarecovery @TampaElectric pic.twitter.com/1xnJ4EQ8G3",,@TampaElectric,#irmarecovery,9.0840099796956E+017,https://twitter.com/GulfPower/status/908400997969559552
TampaElectric,2017-09-14 14:39,1,1,"#irmarecovery @TampaElectric thank you for all the power restored, keep up the work. Wellswood is still w/out service. My pup, Ben needs AC https:// twitter.com/tampaelectric/ status/908385716991922177 …",,@TampaElectric,#irmarecovery,9.08399827351949E+017,https://twitter.com/LamboLaw/status/908399827351949313
TampaElectric,2017-09-14 14:27,0,0,"Also, are you comfortable with a Canadian company providing our power to us in Florida?",,,,9.08396911719318E+017,https://twitter.com/ScottGrovesCO/status/908396911719317505
TampaElectric,2017-09-14 14:26,0,1,A cat 1 hurricane is a glorified tropical storm that we get many times a year. The cat 1 excuse is irrelevant.,,,,9.0839645616758E+017,https://twitter.com/ScottGrovesCO/status/908396456167579650
TampaElectric,2017-09-14 14:24,0,1,That gave them a ton of time to make sure their system was functioning right and maintained because their only job is provide us with power.,,,,9.08396072770433E+017,https://twitter.com/ScottGrovesCO/status/908396072770433024
TampaElectric,2017-09-14 14:23,6,20,A special thank you to the many who stepped up when our community needed them. . @FLGovScott . @AGPamBondi . @HillsboroughFL . @TampaElectric pic.twitter.com/OO092itTne,,@FLGovScott @AGPamBondi @HillsboroughFL @TampaElectric,,9.08395728770408E+017,https://twitter.com/ChadChronister/status/908395728770408450
TampaElectric,2017-09-14 14:22,0,0,@TampaElectric You and your crew are PATHETIC.,,@TampaElectric,,9.08395588592575E+017,https://twitter.com/Castgurl/status/908395588592574465
TampaElectric,2017-09-14 14:22,0,1,@TampaElectric Actually NOW is a good time to give actual updates to those that have been WITHOUT POWER FOR 5 DAYS IN THE FLORIDA HEAT.,,@TampaElectric,,9.08395460079112E+017,https://twitter.com/Castgurl/status/908395460079112199
TampaElectric,2017-09-14 14:21,0,0,"sigh. How many storms have we gone through w/o issue. This was a cat 1 when it came through our areas, first time in 46 yrs I've lived here.",,,,9.08395388448723E+017,https://twitter.com/CarolM39/status/908395388448722944
TampaElectric,2017-09-14 14:21,0,5,Thank you @TampaElectric !! pic.twitter.com/WP3BRZTdYb,,@TampaElectric,,9.08395306315866E+017,https://twitter.com/ScottSmithFOX13/status/908395306315866113
TampaElectric,2017-09-14 14:20,0,0,"@TampaElectric FUCK is the power going to be back on for our side the only answer they give is: ""now's a good time to buy a generator."",,@TampaElectric,,""908395155044159488",https://twitter.com/Castgurl/status/908395155044159488,,,,
TampaElectric,2017-09-14 14:20,0,1,You're really calling him a troll when you have no idea how a utility company functions? And what the purpose of an electric company is?,,,,9.08394940786508E+017,https://twitter.com/ScottGrovesCO/status/908394940786507776
TampaElectric,2017-09-14 14:20,0,0,"@TampaElectric So one of your trucks FINALLY passed through again, they stopped and instead of letting my mother know when the actual,",,@TampaElectric,,9.08394932683014E+017,https://twitter.com/Castgurl/status/908394932683014144
TampaElectric,2017-09-14 14:17,0,0,Is there still a simulcast on any radio station?,,,,9.08394212173009E+017,https://twitter.com/cindybarnett/status/908394212173008897
TampaElectric,2017-09-14 14:16,0,0,"Yes, I did. It was preventable. Nursing home should have had whole-facility generators or should have evacuated.",,,,9.08394028684673E+017,https://twitter.com/CarolM39/status/908394028684673025
TampaElectric,2017-09-14 14:16,0,1,Sigh. They need to replace old equipment so the power grid works when a major storm comes through. People need ac in FL to survive.,,,,9.08393988293583E+017,https://twitter.com/ScottGrovesCO/status/908393988293582854
TampaElectric,2017-09-14 14:13,0,0,So file a complaint with the Public Utilities Commission if they're not getting things fixed. Why did you not do that in 19 months?,,,,9.08393338251837E+017,https://twitter.com/CarolM39/status/908393338251837441
TampaElectric,2017-09-14 14:12,0,1,"People literally died because as you say, that's okay, the equipment was old, it's normal.",,,,9.08392999075418E+017,https://twitter.com/ScottGrovesCO/status/908392999075418113
TampaElectric,2017-09-14 14:11,0,1,Are you serious? Have you heard about the elderly people who died in Holiday?,,,,9.08392657583591E+017,https://twitter.com/ScottGrovesCO/status/908392657583591424
TampaElectric,2017-09-14 14:10,0,0,Why wld they replace equipment when it's still working? That wld be a waste of money. Most consumers don't replace unless want new features,,,,9.08392532320702E+017,https://twitter.com/CarolM39/status/908392532320702464
TampaElectric,2017-09-14 14:08,0,0,"Companies generally don't replace old equipment as long as it's working, that's just how it is. Many of us do the same to save money.",,,,9.08391955150897E+017,https://twitter.com/CarolM39/status/908391955150897153
TampaElectric,2017-09-14 14:07,0,0,"They are using federal funds to revamp their system and making their customers suffer. They don't care, they're getting a free upgrade.",,,,9.0839179461811E+017,https://twitter.com/ScottGrovesCO/status/908391794618109952
TampaElectric,2017-09-14 14:04,0,0,They have all year to replace their equipment. The reason why this is taking so long is they get free federal funds now to replace.,,,,9.0839106536704E+017,https://twitter.com/ScottGrovesCO/status/908391065367040002
TampaElectric,2017-09-14 14:04,0,0,"If crew is there, then sounds like they're working on it. With so many out of power, equipment replacement wld take longer than line down.",,,,9.08390972266033E+017,https://twitter.com/CarolM39/status/908390972266033152
TampaElectric,2017-09-14 14:02,0,0,Saw like 20 trucks doing nothing like for 4 hours while I was working talk to a guy said he was heading to where I live that was a lie,,,,9.08390560779694E+017,https://twitter.com/Luzcian4/status/908390560779694080
TampaElectric,2017-09-14 14:00,2,3,Check out @TampaElectric 's blog post on #NMGasCo helping with Hurricane Irma disaster relief efforts. http:// bit.ly/2f81sBV #WeStandReady,,@TampaElectric,#NMGasCo #WeStandReady,9.08389983576318E+017,https://twitter.com/nmgasco/status/908389983576317952
TampaElectric,2017-09-14 13:55,0,0,These letters were sent on Monday? They couldn't have been mailed recently.,,,,9.08388664765567E+017,https://twitter.com/ScottGrovesCO/status/908388664765566976
TampaElectric,2017-09-14 13:53,1,0,"Haven't seen a single truck yet, only house without power, but teco is to busy saying how they will help instead of actually helping you.",,,,9.08388343788032E+017,https://twitter.com/SuuDOXGaming/status/908388343788032000
TampaElectric,2017-09-14 13:53,0,1,Your trucks came to my neighborhood twice in one day and left still no power. It's getting frustrating,,,,9.08388313941279E+017,https://twitter.com/KingKongWtf64/status/908388313941278721
TampaElectric,2017-09-14 13:53,0,1,You're getting mail quicker than you're restoring power.,,,,9.08388261927813E+017,https://twitter.com/ScottGrovesCO/status/908388261927813120
TampaElectric,2017-09-14 13:52,0,2,"Legit every house except ours has power in the neighborhood, Teco wont even bother to help, Thanks!",,,,9.0838788550162E+017,https://twitter.com/SuuDOXGaming/status/908387885501620227
TampaElectric,2017-09-14 13:50,0,2,"Also, playing the kid card is really low on your part.",,,,9.08387561697108E+017,https://twitter.com/ScottGrovesCO/status/908387561697107968
TampaElectric,2017-09-14 13:49,0,2,How about a post showing how customers are pissed with your company now? How about addressing our concerns and not pulling out the happy PR?,,,,9.08387364837478E+017,https://twitter.com/ScottGrovesCO/status/908387364837478400
TampaElectric,2017-09-14 13:46,0,2,"Looks good! When those guys are done there can you send them over to S.Westshore to fix my power. Teco states it's fixed, but its still out.",,,,9.08386411979604E+017,https://twitter.com/JohnOnealt/status/908386411979603969
TampaElectric,2017-09-14 13:45,0,1,Still out in Auburndale. Haven't even seen a Teco truck,,,,9.08386141438607E+017,https://twitter.com/erparmer/status/908386141438607360
TampaElectric,2017-09-14 13:35,1,1,"I'm not even in a rural area. I'm in town. And yet, my rural friends now have power. I don't understand it at all, & I'm so stressed & mad.",,,,9.08383838216258E+017,https://twitter.com/itsstephwoods/status/908383838216257536
TampaElectric,2017-09-14 13:35,0,1,5days without power over here...,,,,9.08383763587051E+017,https://twitter.com/carlosjg21/status/908383763587051520
TampaElectric,2017-09-14 13:33,1,2,My whole neighborhood except my house and one other have power. I cannot express how pissed I am at TECO. Worst electric company ever.,,,,9.08383264674599E+017,https://twitter.com/itsstephwoods/status/908383264674598912
TampaElectric,2017-09-14 13:30,0,0,"If you see anything like this after #HurricaneIrma , stay away and call emergency services! #powerlines (for more advice: @TampaElectric ) pic.twitter.com/SpESxvK4cp",,@TampaElectric,#HurricaneIrma #powerlines,9.08382506868671E+017,https://twitter.com/EnActNow/status/908382506868670465
TampaElectric,2017-09-14 13:18,0,1,PLEASE restore power in the neighborhood surrounding Inwood Elementary,,,,9.08379501318611E+017,https://twitter.com/mllxry/status/908379501318610945
TampaElectric,2017-09-14 13:12,0,1,PLEASE come to Lake Howard and restore power near Inwood Elementary,,,,9.08378042279633E+017,https://twitter.com/mllxry/status/908378042279632896
TampaElectric,2017-09-14 13:12,0,0,How are we supposed to reach you? How are we supposed to set up a payment arrangement? Please let us know that,,,,9.08377908049261E+017,https://twitter.com/Thelovenoodle/status/908377908049260544
TampaElectric,2017-09-14 13:11,0,0,damn wish I was one!!,,,,9.08377756311974E+017,https://twitter.com/mllxry/status/908377756311973888
TampaElectric,2017-09-14 13:08,0,0,@TampaElectric we spent money to feed ourselves now they don't want to set up any arrangements? That's not fair. Don't you think?,,@TampaElectric,,9.08377020693856E+017,https://twitter.com/Thelovenoodle/status/908377020693856256
TampaElectric,2017-09-14 13:08,0,0,Awesome. Greatful for your hard work!,,,,9.0837700422708E+017,https://twitter.com/SaulD3lgado/status/908377004227080193
TampaElectric,2017-09-14 13:08,0,0,So @TampaElectric left us without lights for 4 days no amount of ice can last that long now they won't take calls for payment arrangements?,,@TampaElectric,,9.08376869787103E+017,https://twitter.com/Thelovenoodle/status/908376869787103232
TampaElectric,2017-09-14 13:05,0,1,"I've been keeping an eye on the outage map and #IrmaRecovery even after my power was restored. I'm VERY impressed w/TECO. Great job, all!",,,#IrmaRecovery,9.08376178679001E+017,https://twitter.com/CarolM39/status/908376178679001088
TampaElectric,2017-09-14 13:05,0,1,I wish I was one.,,,,9.08376052887585E+017,https://twitter.com/lovinglife1169/status/908376052887584769
TampaElectric,2017-09-14 13:03,0,0,Thank you all!!! Be safe!,,,,9.0837556952771E+017,https://twitter.com/piR8tGas/status/908375569527709701
TampaElectric,2017-09-14 12:59,1,1,@TampaElectric Thank you for fixing the power. pic.twitter.com/v6y2rtmNag,,@TampaElectric,,9.08374729148465E+017,https://twitter.com/cindykerns/status/908374729148465154
TampaElectric,2017-09-14 12:59,0,0,lmaoooooo,,,,9.08374723842769E+017,https://twitter.com/ActressNik/status/908374723842768896
TampaElectric,2017-09-14 12:56,0,0,Let's Go!!!,,,,9.08373854296388E+017,https://twitter.com/DawnJanusz/status/908373854296387584
TampaElectric,2017-09-14 12:51,0,2,"And, why the hell have you all not responded back to me?",,,,9.08372648664687E+017,https://twitter.com/ScottGrovesCO/status/908372648664686592
TampaElectric,2017-09-14 12:51,1,0,"Power to The People of Tampa, thank you @TampaElectric pic.twitter.com/y2KZJdS2Np",,@TampaElectric,,9.08372625189208E+017,https://twitter.com/jstroncheck/status/908372625189208065
TampaElectric,2017-09-14 12:50,0,2,Went by the Fairgrounds at noon today. 2 trucks there. Why have there been 100s of trucks there the last 2 days doing NOTHING? Why?,,,,9.08372452530586E+017,https://twitter.com/ScottGrovesCO/status/908372452530585602
TampaElectric,2017-09-14 12:43,0,1,Don't waste your time - called SO many times already...,,,,9.08370536652296E+017,https://twitter.com/Castgurl/status/908370536652296192
TampaElectric,2017-09-14 12:42,1,0,"@TampaElectric still no power since Sunday 6p. Dated equipment, time to replace. Thankful to out of state crews helping. ALL FILE PSC #TECO",,@TampaElectric,#TECO,9.08370446587978E+017,https://twitter.com/cruise4life2006/status/908370446587977730
TampaElectric,2017-09-14 12:36,6,10,"Crews are replacing broken poles, and downed wire in Dade City today. They restored power to 3,500 yesterday. #irmarecovery @TampaElectric pic.twitter.com/cJJQb8b8Rq",,@TampaElectric,#irmarecovery,9.08368883547087E+017,https://twitter.com/GulfPower/status/908368883547086851
TampaElectric,2017-09-14 12:34,0,1,The joke is real they don't help you they just say that they don't have nobody to help just wait (great help),,,,9.08368383552483E+017,https://twitter.com/Luzcian4/status/908368383552483328
TampaElectric,2017-09-14 12:31,0,1,Good joke!,,,,9.08367569505145E+017,https://twitter.com/skipopot2mus/status/908367569505144832
TampaElectric,2017-09-14 12:17,0,1,A rare and exclusive video of me when I flipped the light switch ...,,,,9.08364056721011E+017,https://twitter.com/deethedeeva/status/908364056721010694
TampaElectric,2017-09-14 11:58,0,0,"Thanks to all of the crews that are working non-stop to get power back, especially all those from other states that left their families 4 us",,,,9.08359202489471E+017,https://twitter.com/BITStheFox/status/908359202489470976
TampaElectric,2017-09-14 11:47,0,3,Meanwhile by Recker Hwy. We're told that we might not have electricity back until 09/17/17 by 11:45. Seriously!!!!,,,,9.08356630647108E+017,https://twitter.com/senseijandre/status/908356630647107584
TampaElectric,2017-09-14 11:40,0,2,"No power and nowhere to stay, @TampaElectric everything is on near me. Just not my building. Please get us online.",,@TampaElectric,,9.08354792275284E+017,https://twitter.com/djaem32/status/908354792275283969
TampaElectric,2017-09-14 11:39,0,0,@TampaElectric watching that outage map like a hawk. Thank you for your hard work - Ballast Point needs some love #poweroutage,,@TampaElectric,#poweroutage,9.08354475060064E+017,https://twitter.com/linda_lisle/status/908354475060064256
TampaElectric,2017-09-14 11:34,0,0,@TampaElectric online system shows my power restored last night but it wasn't. Can't get a hold of anyone. Please DM me,,@TampaElectric,,9.08353279528194E+017,https://twitter.com/CarlosGoTampa/status/908353279528194049
TampaElectric,2017-09-14 11:26,0,1,Please come to Auburndale! Down old Dixie highway!,,,,9.08351285921042E+017,https://twitter.com/mrmrs_sefcovic/status/908351285921042433
TampaElectric,2017-09-14 11:26,0,0,Thanks for your hard work! I saw many out of state electrical trucks/workers driving down 95 to help restore ! Much appreciated!,,,,9.08351190076989E+017,https://twitter.com/digitalm0nk/status/908351190076989440
TampaElectric,2017-09-14 11:21,0,0,Can someone please come to 42nd street today..actually begging at this point,,,,9.08350023221596E+017,https://twitter.com/JANRation/status/908350023221596161
TampaElectric,2017-09-14 11:11,0,0,Thank you for responding Teco. We now have power.,,,,9.08347400233812E+017,https://twitter.com/candace_cregan/status/908347400233811969
TampaElectric,2017-09-14 11:11,0,0,@TampaElectric What a WONDERFUL investigation that person was doing!,,@TampaElectric,,9.08347370001375E+017,https://twitter.com/Castgurl/status/908347370001375237
TampaElectric,2017-09-14 11:10,0,0,"@TampaElectric Um, you are a GIANT joke for a company. BTW one of your trucks stopped at my street for 2 minutes then drove off.",,@TampaElectric,,9.0834721171243E+017,https://twitter.com/Castgurl/status/908347211712430080
TampaElectric,2017-09-14 11:09,0,1,"We have power!!!! Big thanks to all the lineman, local and from out of town! #HurricaneIrma @TampaElectric https:// twitter.com/jenniferoney/s tatus/908300809724669952 …",,@TampaElectric,#HurricaneIrma,9.08347077683491E+017,https://twitter.com/JenniferOney/status/908347077683490817
TampaElectric,2017-09-14 11:09,0,0,@TampaElectric My outage was submitted TWO DAYS AGO and your website is saying that I submitted it at 12:41 AM last night???,,@TampaElectric,,9.08346975128613E+017,https://twitter.com/Castgurl/status/908346975128612864
TampaElectric,2017-09-14 11:03,0,0,@TampaElectric mulberry needs light specifily willow oak area,,@TampaElectric,,9.0834558713276E+017,https://twitter.com/FFlexyy/status/908345587132760067
TampaElectric,2017-09-14 10:43,0,0,@TampaElectric seriously where are the trucks in the Odessa area are they invisible or am I just blind?,,@TampaElectric,,9.08340338493968E+017,https://twitter.com/skipopot2mus/status/908340338493968384
TampaElectric,2017-09-14 10:42,0,0,@TampaElectric UR telling people in Temple Terrace zip 33617 power is on! NOT SO!! Cruel to do so! Elderly people here FIX POWER TODAY!!,,@TampaElectric,,9.08340192188256E+017,https://twitter.com/pag2010/status/908340192188256256
TampaElectric,2017-09-14 10:36,1,1,"Day 5 on the island, spotted what looks like a rescue party. Keeping my distance not to scare them off. #HurricaneIRMA @TampaElectric pic.twitter.com/Li9BSRwKAf",,@TampaElectric,#HurricaneIRMA,9.08338688568029E+017,https://twitter.com/iamatwin/status/908338688568029185
TampaElectric,2017-09-14 10:31,0,1,They are doing an awesome job in getting us all back up!,,,,9.08337389738873E+017,https://twitter.com/sandrajcooper/status/908337389738872832
TampaElectric,2017-09-14 10:29,0,1,pic.twitter.com/h0CXShzmY2,,,,9.08336997919596E+017,https://twitter.com/ActressNik/status/908336997919596544
TampaElectric,2017-09-14 10:29,0,1,yaaaaassss!!!! pic.twitter.com/eH4BhjtfiV,,,,9.08336902176219E+017,https://twitter.com/ActressNik/status/908336902176219139
TampaElectric,2017-09-14 10:12,0,0,Odessa still out though EVERY SINGLE BUSINESS IS UP! 4 days and counting.,,,,9.08332632395666E+017,https://twitter.com/Mamisloveof2/status/908332632395665418
TampaElectric,2017-09-14 10:11,0,0,We have reported it repeatedly and keep getting told that you don't have reports of our outage. No power and sewage in our streets.,,,,9.08332462127841E+017,https://twitter.com/hanocote/status/908332462127841280
TampaElectric,2017-09-14 10:00,0,0,It's not on the outage map as a service area.,,,,9.08329521346212E+017,https://twitter.com/aprilgilkey/status/908329521346211840
TampaElectric,2017-09-14 09:59,0,0,I don't think TECO covers Clearwater.,,,,9.08329470838427E+017,https://twitter.com/aprilgilkey/status/908329470838427648
TampaElectric,2017-09-14 09:48,0,0,"@tampaelectric , so power still not 100% at my apartment building. 4050 Rocky circle, progress report?",,@tampaelectric,,9.0832659247208E+017,https://twitter.com/Kent_Sand/status/908326592472080384
TampaElectric,2017-09-14 09:42,6,9,"Storm team leader Nick Martin talks about Day 1 of restoration efforts, assisting Tampa Electric. #IrmaRecovery @TampaElectric pic.twitter.com/LuYShRCAMb",,@TampaElectric,#IrmaRecovery,9.08324967531631E+017,https://twitter.com/GulfPower/status/908324967531630592
TampaElectric,2017-09-14 09:38,0,0,@TampaElectric still out pic.twitter.com/59ntWmKEqH,,@TampaElectric,,9.08324098052411E+017,https://twitter.com/CreedWHS/status/908324098052411392
TampaElectric,2017-09-14 09:35,0,0,@TampaElectric THANK YOU! I finally have power to finish my finally for next week.,,@TampaElectric,,9.08323260663832E+017,https://twitter.com/ilivesports21/status/908323260663832576
TampaElectric,2017-09-14 09:35,0,0,We appreciate the out of state linemen tremendously! Be safe and God bless,,,,9.08323200102257E+017,https://twitter.com/KristenSykesPHR/status/908323200102256640
TampaElectric,2017-09-14 09:33,1,1,@TampaElectric @FLGovScott please expl. how Odessa 4 days still no power & numbers rising! Where r all the trucks u said were here b4 storm?,,@TampaElectric @FLGovScott,,9.0832292651196E+017,https://twitter.com/Mamisloveof2/status/908322926511960079
TampaElectric,2017-09-14 09:33,0,3,Send them to south Tampa south westshore,,,,9.08322891334287E+017,https://twitter.com/CollinStanfill/status/908322891334287365
TampaElectric,2017-09-14 09:33,0,0,@TECOEnergy We appreciate you all so much for all your hard work! Linemen are heroes! Stay safe and God bless.,,@TECOEnergy,,9.08322750653223E+017,https://twitter.com/KristenSykesPHR/status/908322750653222912
TampaElectric,2017-09-14 09:31,0,0,Is Shangra La in Seffner on the schedule for today? Kingsway and US 92 area?,,,,9.08322255356219E+017,https://twitter.com/AndyHatfield7/status/908322255356219394
TampaElectric,2017-09-14 09:29,0,0,Wish I wasn't part of the 12.2% @TampaElectric pic.twitter.com/hRf8aGTSBG,,@TampaElectric,,9.08321776836469E+017,https://twitter.com/JoeyCaramico/status/908321776836468738
TampaElectric,2017-09-14 09:18,0,1,& lied to many of us & never made a ticket for it so yall had to make a brand new one,,,,9.08319058260627E+017,https://twitter.com/jasmuhree/status/908319058260627456
TampaElectric,2017-09-14 09:17,0,1,No offense but yall literally forgot about a tree that's been sitting for 4 days on power lines over on Aileen St in West Tampa,,,,9.08318887388877E+017,https://twitter.com/jasmuhree/status/908318887388876800
TampaElectric,2017-09-14 09:16,2,2,@TampaElectric laughable. It's on. No. It's not. You don't have an outage. pic.twitter.com/1ECH9ACuVL,,@TampaElectric,,9.08318545368551E+017,https://twitter.com/bigjonvtpa/status/908318545368551424
TampaElectric,2017-09-14 09:05,8,16,Still don't have power in Tampa? The Calvary is on the way from State Fairgrounds! All power to be restored by Sunday @BN9 @TampaElectric pic.twitter.com/3epA29Rl6X,,@BN9 @TampaElectric,,9.08315652305429E+017,https://twitter.com/Jason_Lanning/status/908315652305428481
TampaElectric,2017-09-14 08:57,0,1,Hope they are working in my neighborhood now,,,,9.08313790323872E+017,https://twitter.com/Roger79475361/status/908313790323871744
TampaElectric,2017-09-14 08:53,0,0,Is there anywhere we can bring these guys some food? Water?,,,,9.08312807174803E+017,https://twitter.com/coachkcdemps/status/908312807174803456
TampaElectric,2017-09-14 08:52,0,0,Thank you! Stay safe!,,,,9.08312622088561E+017,https://twitter.com/oldnavychick68/status/908312622088560643
TampaElectric,2017-09-14 08:41,0,0,So thankful that we have skilled people to get the job done. PRAYING FOR YOUR SAFETY! GODS HAND IS ON ALL OF YOU DAILY!!,,,,9.08309651120325E+017,https://twitter.com/CConshy/status/908309651120324608
TampaElectric,2017-09-14 08:37,0,0,@TampaElectric Free pizza and beer on Jules Verne Ct if power comes back on today!,,@TampaElectric,,9.0830882590369E+017,https://twitter.com/whatisacmio/status/908308825903689730
TampaElectric,2017-09-14 08:30,0,1,We also don't have power over on Himes which is one street over,,,,9.08306865137881E+017,https://twitter.com/ilivesports21/status/908306865137881089
TampaElectric,2017-09-14 08:25,0,0,1st responders all - thank you,,,,9.08305711276458E+017,https://twitter.com/jhartley61/status/908305711276457986
TampaElectric,2017-09-14 08:22,0,0,@TampaElectric I don't see a dot for my area on the outage map. Please don't forget about us. Old Berkley Road just north of Gapway.,,@TampaElectric,,9.08304879038485E+017,https://twitter.com/JenniferOney/status/908304879038484480
TampaElectric,2017-09-14 08:18,0,0,#novascotia amazing!!,,,#novascotia,9.08303860971839E+017,https://twitter.com/mikemccormick71/status/908303860971839488
TampaElectric,2017-09-14 08:16,1,0,"Heck, we haven't even seen any @DukeEnergy repair trucks in our area since a week before #Irma , most problems are just Transformer resets",,@DukeEnergy,#Irma,9.08303336574779E+017,https://twitter.com/SuperJohnny123/status/908303336574779397
TampaElectric,2017-09-14 08:15,0,0,15 of those hour is wasted fuel while they just sit in their air conditioned trucks. Watched them all day yesterday same with @insideFPL,,@insideFPL,,9.08303265162564E+017,https://twitter.com/Willwiser27/status/908303265162563584
TampaElectric,2017-09-14 08:09,0,0,Thank you so much!,,,,9.0830165243172E+017,https://twitter.com/TerriParke1/status/908301652431720448
TampaElectric,2017-09-14 08:08,0,0,@TampaElectric stop finger popping each others assholes and get people's power back on! I had power until yesterday!,,@TampaElectric,,9.08301497821262E+017,https://twitter.com/beautifulbee82/status/908301497821261824
TampaElectric,2017-09-14 08:05,0,1,my apt complex still does not have power. Everything on Twin lakes Blvd has power except us 5daysnopower #abandoned,,,#abandoned,9.08300656280252E+017,https://twitter.com/NovieGang/status/908300656280252417
TampaElectric,2017-09-14 08:03,0,0,How is it that my power can stay on during Irma and yesterday it goes out? Far no apparent reason! @TampaElectric sucks,,@TampaElectric,,9.08300221574205E+017,https://twitter.com/beautifulbee82/status/908300221574205441
TampaElectric,2017-09-14 07:57,0,1,Got power mid yesterday! THANK YOU @TampaElectric Still unsure why we lost power b4 there was a wind gust. Underground cable needs upgrade,,@TampaElectric,,9.08298578992517E+017,https://twitter.com/Tab1791/status/908298578992517120
TampaElectric,2017-09-14 07:49,1,0,They need to be making there way to Auburndale. We are out of caned goods and we are almost out of water. We were told prepare for 3 days.,,,,9.08296763458703E+017,https://twitter.com/BrittanyPoint3r/status/908296763458703360
TampaElectric,2017-09-14 07:48,1,1,"Thank you for the hard work. Please come to Odessa. Out 4 days, screaming baby, burning hot kids, food ruined. Please.",,,,9.08296349900304E+017,https://twitter.com/Mamisloveof2/status/908296349900304384
TampaElectric,2017-09-14 07:45,0,1,Is anyone working at night? I love your PR after I posted my video the other day showing your trucks parked.,,,,9.08295657546535E+017,https://twitter.com/ScottGrovesCO/status/908295657546534912
TampaElectric,2017-09-14 07:44,0,0,Hbb,,,,9.08295472082801E+017,https://twitter.com/Joeblow33609/status/908295472082800640
TampaElectric,2017-09-14 07:41,0,1,Discounted hotel/motel rooms would be nice. Notified we won't have power until Sunday night. Bill @TECOEnergy @TampaElectric please.,,@TECOEnergy @TampaElectric,,9.08294514128941E+017,https://twitter.com/ScottGrovesCO/status/908294514128941056
TampaElectric,2017-09-14 07:32,0,0,"So, basically all your crews are not working at night?",,,,9.08292407388787E+017,https://twitter.com/ScottGrovesCO/status/908292407388786688
TampaElectric,2017-09-14 07:27,0,0,Thank you for Sunshine Tree restore,,,,9.08291057129022E+017,https://twitter.com/Patty_CC91765/status/908291057129021441
TampaElectric,2017-09-14 07:23,0,0,I want to thank you all very very much for all the hard work #Salute,,,#Salute,9.08290143735484E+017,https://twitter.com/WLJ4JC/status/908290143735484416
TampaElectric,2017-09-14 07:22,0,5,"Again, big thanks to @TampaElectric for all their hard work and the additional crews that came from around the country and Canada!",,@TampaElectric,,9.0828976381952E+017,https://twitter.com/KRPhillips13/status/908289763819520000
TampaElectric,2017-09-14 07:16,0,0,"Thank you guys, we would be lost without you.",,,,9.08288433206055E+017,https://twitter.com/Airka52/status/908288433206054912
TampaElectric,2017-09-14 07:16,1,5,We haven't had ANY restoration and I have not seen a single truck. I appreciate the linemen and am grateful for them but the leadership !,,,,9.08288264955711E+017,https://twitter.com/Mamisloveof2/status/908288264955711488
TampaElectric,2017-09-14 07:10,1,0,"You have power yet? Much of Seminole Heights, including us, is still without power.",,,,9.08286760303592E+017,https://twitter.com/djword/status/908286760303591424
TampaElectric,2017-09-14 07:03,0,0,Thank you local and out of state (and country!) for restoring power!,,,,9.08285038978126E+017,https://twitter.com/rachelk5000/status/908285038978125824
